ingredient_name,aliases,allergen_category,source,plain_explanation,verified
"french bread (enriched unbleached wheat flour (flour, malted barley flour, niacin, reduced iron, thiamine mononitrate (b1), riboflavin (b2), folic acid), water, powdered cellulose,",french bread | enriched unbleached wheat flour | flour | malted barley flour | niacin | reduced iron | thiamine mononitrate | riboflavin | french bread enriched unbleached wheat flour flour malted barley flour niacin reduced iron thiamine mononitrate b1 riboflavin b2 folic acid water powdered cellulose,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
graziers certified pasteurized cream,graziers-certified-pasteurized-cream | grazierscertifiedpasteurizedcream,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"gluten-free reduced sodium tamari (water, soybeans, salt)",gluten-free reduced sodium tamari | soybeans | gluten free reduced sodium tamari water soybeans salt,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
organic macadamia nuts,organic-macadamia-nuts | organicmacadamianuts,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
"margarine (soy, palm, modified palm, canola, palm kernel and/or modified palm kernel oil, water, sugar, salt, whey, mono- and diglycerides, soy lecithin, preservatives [sodium benz",margarine | palm | modified palm | canola | palm kernel and | or modified palm kernel oil | whey | mono- | margarine soy palm modified palm canola palm kernel and or modified palm kernel oil water sugar salt whey mono and diglycerides soy lecithin preservatives sodium benz,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
contains two percent or less of soy lecithin,contains-two-percent-or-less-of-soy-lecithin | containstwopercentorlessofsoylecithin,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"carrot and tomato; pasta (wheat, egg); tuna (18%)",carrot | tomato | pasta | wheat | tuna | carrot and tomato pasta wheat egg tuna 18,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
"roasted peanuts (peanuts, vegetable oil [peanut oil, cottonseed oil, soybean oil and/or sunflower oil], sea salt)",roasted peanuts | peanuts | vegetable oil | peanut oil | cottonseed oil | soybean oil and | or sunflower oil | sea salt | roasted peanuts peanuts vegetable oil peanut oil cottonseed oil soybean oil and or sunflower oil sea salt,peanut,allergies_10k.csv,Label phrase associated with peanut allergy risk in food-ingredient datasets.,false
"neufchatel cheese (pasteurized milk and cream, cheese culture, salt, stabilizers, {carob bean, xanthan and guar gums}., water, onions, white vinegar, garlic (garlic, water, phospho",neufchatel cheese | pasteurized milk | cream | cheese culture | stabilizers | {carob bean | xanthan | guar gums}. | neufchatel cheese pasteurized milk and cream cheese culture salt stabilizers carob bean xanthan and guar gums water onions white vinegar garlic garlic water phospho,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"seasoning (whey, salt, sugar, onion powder, garlic powder, torula yeast, spices, dried parsley, maltodextrin, canola oil, olive oil, soybean oil, rosemary extract, natural flavors)",seasoning | whey | onion powder | garlic powder | torula yeast | spices | dried parsley | maltodextrin | seasoning whey salt sugar onion powder garlic powder torula yeast spices dried parsley maltodextrin canola oil olive oil soybean oil rosemary extract natural flavors,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
tree nuts,tree-nuts | treenuts,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
organic brazil nuts,organic-brazil-nuts | organicbrazilnuts,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
"cooked penne pasta (water, enriched semolina flour [durum wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], canola oil, wheat gluten, egg whites, ag",cooked penne pasta | enriched semolina flour | durum wheat flour | niacin | reduced iron | thiamine mononitrate | riboflavin | folic acid | cooked penne pasta water enriched semolina flour durum wheat flour niacin reduced iron thiamine mononitrate riboflavin folic acid canola oil wheat gluten egg whites ag,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
peach ingredients: cultured non fat milk,peach ingredients cultured non fat milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"havarti cheese (pasteurized milk, cheese cultures, salt, enzymes)",havarti cheese | pasteurized milk | cheese cultures | enzymes | havarti cheese pasteurized milk cheese cultures salt enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
sodium metabisulfite added as a color stabilizer,sodium-metabisulfite-added-as-a-color-stabilizer | sodiummetabisulfiteaddedasacolorstabilizer,sulphites,allergies_10k.csv,Label phrase associated with sulphites allergy risk in food-ingredient datasets.,false
"sea salt toffee (sugar, butter, sea salt, soy lecithin, citric acid)",sea salt toffee | butter | sea salt | soy lecithin | citric acid | sea salt toffee sugar butter sea salt soy lecithin citric acid,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"semisweet chocolate chips (sugar, chocolate liquor, cocoa butter, dextrose, soy lecithin [emulsifier], vanillin [artificial flavor])",semisweet chocolate chips | chocolate liquor | cocoa butter | dextrose | soy lecithin | emulsifier | vanillin | artificial flavor | semisweet chocolate chips sugar chocolate liquor cocoa butter dextrose soy lecithin emulsifier vanillin artificial flavor,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"seasoning (maltodextrin, slat, sugar, onion powder, spices garlic powder, torula yeast, citric acid, vinegar, dill weed, natural flavors, salad mustard solids [distilled vinegar, m",seasoning | maltodextrin | slat | onion powder | spices garlic powder | torula yeast | citric acid | vinegar | seasoning maltodextrin slat sugar onion powder spices garlic powder torula yeast citric acid vinegar dill weed natural flavors salad mustard solids distilled vinegar m,mustard,allergies_10k.csv,Label phrase associated with mustard allergy risk in food-ingredient datasets.,false
"cream cheese blend (pasteurized cultured milk, cream, skim milk and whey, palm oil [fruit of palm], salt, stabilizers [xanthan, carob bean, guar])",cream cheese blend | pasteurized cultured milk | cream | skim milk | whey | palm oil | fruit of palm | stabilizers | cream cheese blend pasteurized cultured milk cream skim milk and whey palm oil fruit of palm salt stabilizers xanthan carob bean guar,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
organic soy sauce [water,organic soy sauce | organic soy sauce water,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"cooked pasta (water, durum wheat semolina)",cooked pasta | durum wheat semolina | cooked pasta water durum wheat semolina,wheat,allergies_10k.csv,Label phrase associated with wheat allergy risk in food-ingredient datasets.,false
natural almond extract,natural-almond-extract | naturalalmondextract,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
refined coconut oil,refined-coconut-oil | refinedcoconutoil,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
"white chocolate (sugar, hydrogenated palm kernel oil, nonfat milk powder, soy lecithin (an emulsifier), salt and natural flavor)",white chocolate | hydrogenated palm kernel oil | nonfat milk powder | soy lecithin | an emulsifier | natural flavor | white chocolate sugar hydrogenated palm kernel oil nonfat milk powder soy lecithin an emulsifier salt and natural flavor,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"shrimp paste (shrimp, salt)",shrimp paste | shrimp | shrimp paste shrimp salt,fish,allergies_10k.csv,Label phrase associated with fish allergy risk in food-ingredient datasets.,false
soya lecthin (an emulsifier) and vanilla,soya lecthin | an emulsifier | vanilla | soya lecthin an emulsifier and vanilla,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
"reduced fat cheddar cheese (pasteurized low fat milk, cheese cultures, salt, enzymes, annatto [color], vitamin a palmitate)",reduced fat cheddar cheese | pasteurized low fat milk | cheese cultures | enzymes | annatto | color | vitamin a palmitate | reduced fat cheddar cheese pasteurized low fat milk cheese cultures salt enzymes annatto color vitamin a palmitate,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"cheese mix: part skim milk mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes)",pasteurized milk | cheese cultures | enzymes | cheese mix part skim milk mozzarella cheese pasteurized milk cheese cultures salt enzymes,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
contains less than 1% of: lactase enzyme,contains less than 1 of lactase enzyme,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"toasted coconut (dried coconut flakes, sugar, dextrose, salt)",toasted coconut | dried coconut flakes | dextrose | toasted coconut dried coconut flakes sugar dextrose salt,tree_nuts,allergies_10k.csv,Label phrase associated with tree nuts allergy risk in food-ingredient datasets.,false
spices (includes mustard),spices | includes mustard | spices includes mustard,mustard,allergies_10k.csv,Label phrase associated with mustard allergy risk in food-ingredient datasets.,false
"cultured cream (cream, cultures, non-fat dry milk)",cultured cream | cream | cultures | non-fat dry milk | cultured cream cream cultures non fat dry milk,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"grated cheese (pasteurized milk, salt, microbial rennet)",grated cheese | pasteurized milk | microbial rennet | grated cheese pasteurized milk salt microbial rennet,milk,allergies_10k.csv,Label phrase associated with milk allergy risk in food-ingredient datasets.,false
"organic worcestershire sauce (water, organic vinegar, organic gluten free tamari [water, organic soybeans salt], organic sugar, salt, organic garlic powder, organic onion powder, o",organic worcestershire sauce | organic vinegar | organic gluten free tamari | organic soybeans salt | organic sugar | organic garlic powder | organic onion powder | organic worcestershire sauce water organic vinegar organic gluten free tamari water organic soybeans salt organic sugar salt organic garlic powder organic onion powder o,soy,allergies_10k.csv,Label phrase associated with soy allergy risk in food-ingredient datasets.,false
